year,month,nino_t,nino_tminus1,nino_tminus2,nino_tplus1,nino_tplus2,nino_tplus3,nino_tplus4,nino_tplus5,nino_tplus6
2001,10,-0.14,-0.2,-0.05,-0.37,-0.41,-0.15,-0.04,0.01,0.02
2001,11,-0.37,-0.14,-0.2,-0.41,-0.15,-0.04,0.01,0.02,0.31
2001,12,-0.41,-0.37,-0.14,-0.15,-0.04,0.01,0.02,0.31,0.72
2002,1,-0.15,-0.41,-0.37,-0.04,0.01,0.02,0.31,0.72,0.74
2002,2,-0.04,-0.15,-0.41,0.01,0.02,0.31,0.72,0.74,0.87
2002,3,0.01,-0.04,-0.15,0.02,0.31,0.72,0.74,0.87,1.09
2002,4,0.02,0.01,-0.04,0.31,0.72,0.74,0.87,1.09,1.25
2002,5,0.31,0.02,0.01,0.72,0.74,0.87,1.09,1.25,1.47
2002,6,0.72,0.31,0.02,0.74,0.87,1.09,1.25,1.47,1.37
2002,7,0.74,0.72,0.31,0.87,1.09,1.25,1.47,1.37,0.6
2002,8,0.87,0.74,0.72,1.09,1.25,1.47,1.37,0.6,0.64
2002,9,1.09,0.87,0.74,1.25,1.47,1.37,0.6,0.64,0.36
2002,10,1.25,1.09,0.87,1.47,1.37,0.6,0.64,0.36,-0.14
2002,11,1.47,1.25,1.09,1.37,0.6,0.64,0.36,-0.14,-0.61
2002,12,1.37,1.47,1.25,0.6,0.64,0.36,-0.14,-0.61,-0.29
2003,1,0.6,1.37,1.47,0.64,0.36,-0.14,-0.61,-0.29,0.21
2003,2,0.64,0.6,1.37,0.36,-0.14,-0.61,-0.29,0.21,0.26
2003,3,0.36,0.64,0.6,-0.14,-0.61,-0.29,0.21,0.26,0.27
2003,4,-0.14,0.36,0.64,-0.61,-0.29,0.21,0.26,0.27,0.42
2003,5,-0.61,-0.14,0.36,-0.29,0.21,0.26,0.27,0.42,0.33
2003,6,-0.29,-0.61,-0.14,0.21,0.26,0.27,0.42,0.33,0.43
2003,7,0.21,-0.29,-0.61,0.26,0.27,0.42,0.33,0.43,0.27
2003,8,0.26,0.21,-0.29,0.27,0.42,0.33,0.43,0.27,0.23
2003,9,0.27,0.26,0.21,0.42,0.33,0.43,0.27,0.23,0.12
2003,10,0.42,0.27,0.26,0.33,0.43,0.27,0.23,0.12,0.07
2003,11,0.33,0.42,0.27,0.43,0.27,0.23,0.12,0.07,0.06
2003,12,0.43,0.33,0.42,0.27,0.23,0.12,0.07,0.06,0.13
2004,1,0.27,0.43,0.33,0.23,0.12,0.07,0.06,0.13,0.49
2004,2,0.23,0.27,0.43,0.12,0.07,0.06,0.13,0.49,0.76
2004,3,0.12,0.23,0.27,0.07,0.06,0.13,0.49,0.76,0.81
2004,4,0.07,0.12,0.23,0.06,0.13,0.49,0.76,0.81,0.73
2004,5,0.06,0.07,0.12,0.13,0.49,0.76,0.81,0.73,0.66
2004,6,0.13,0.06,0.07,0.49,0.76,0.81,0.73,0.66,0.74
2004,7,0.49,0.13,0.06,0.76,0.81,0.73,0.66,0.74,0.66
2004,8,0.76,0.49,0.13,0.81,0.73,0.66,0.74,0.66,0.36
2004,9,0.81,0.76,0.49,0.73,0.66,0.74,0.66,0.36,0.45
2004,10,0.73,0.81,0.76,0.66,0.74,0.66,0.36,0.45,0.26
2004,11,0.66,0.73,0.81,0.74,0.66,0.36,0.45,0.26,0.3
2004,12,0.74,0.66,0.73,0.66,0.36,0.45,0.26,0.3,0.04
2005,1,0.66,0.74,0.66,0.36,0.45,0.26,0.3,0.04,-0.23
2005,2,0.36,0.66,0.74,0.45,0.26,0.3,0.04,-0.23,-0.05
2005,3,0.45,0.36,0.66,0.26,0.3,0.04,-0.23,-0.05,-0.04
2005,4,0.26,0.45,0.36,0.3,0.04,-0.23,-0.05,-0.04,-0.06
2005,5,0.3,0.26,0.45,0.04,-0.23,-0.05,-0.04,-0.06,-0.59
2005,6,0.04,0.3,0.26,-0.23,-0.05,-0.04,-0.06,-0.59,-0.92
2005,7,-0.23,0.04,0.3,-0.05,-0.04,-0.06,-0.59,-0.92,-0.91
2005,8,-0.05,-0.23,0.04,-0.04,-0.06,-0.59,-0.92,-0.91,-0.67
2005,9,-0.04,-0.05,-0.23,-0.06,-0.59,-0.92,-0.91,-0.67,-0.71
2005,10,-0.06,-0.04,-0.05,-0.59,-0.92,-0.91,-0.67,-0.71,-0.32
2005,11,-0.59,-0.06,-0.04,-0.92,-0.91,-0.67,-0.71,-0.32,-0.09
2005,12,-0.92,-0.59,-0.06,-0.91,-0.67,-0.71,-0.32,-0.09,0
2006,1,-0.91,-0.92,-0.59,-0.67,-0.71,-0.32,-0.09,0,0.01
2006,2,-0.67,-0.91,-0.92,-0.71,-0.32,-0.09,0,0.01,0.31
2006,3,-0.71,-0.67,-0.91,-0.32,-0.09,0,0.01,0.31,0.6
2006,4,-0.32,-0.71,-0.67,-0.09,0,0.01,0.31,0.6,0.7
2006,5,-0.09,-0.32,-0.71,0,0.01,0.31,0.6,0.7,0.99
2006,6,0,-0.09,-0.32,0.01,0.31,0.6,0.7,0.99,1.14
2006,7,0.01,0,-0.09,0.31,0.6,0.7,0.99,1.14,0.7
2006,8,0.31,0.01,0,0.6,0.7,0.99,1.14,0.7,0.13
2006,9,0.6,0.31,0.01,0.7,0.99,1.14,0.7,0.13,-0.18
2006,10,0.7,0.6,0.31,0.99,1.14,0.7,0.13,-0.18,-0.32
2006,11,0.99,0.7,0.6,1.14,0.7,0.13,-0.18,-0.32,-0.47
2006,12,1.14,0.99,0.7,0.7,0.13,-0.18,-0.32,-0.47,-0.35
2007,1,0.7,1.14,0.99,0.13,-0.18,-0.32,-0.47,-0.35,-0.59
2007,2,0.13,0.7,1.14,-0.18,-0.32,-0.47,-0.35,-0.59,-0.72
2007,3,-0.18,0.13,0.7,-0.32,-0.47,-0.35,-0.59,-0.72,-1.11
2007,4,-0.32,-0.18,0.13,-0.47,-0.35,-0.59,-0.72,-1.11,-1.39
2007,5,-0.47,-0.32,-0.18,-0.35,-0.59,-0.72,-1.11,-1.39,-1.54
2007,6,-0.35,-0.47,-0.32,-0.59,-0.72,-1.11,-1.39,-1.54,-1.58
2007,7,-0.59,-0.35,-0.47,-0.72,-1.11,-1.39,-1.54,-1.58,-1.68
2007,8,-0.72,-0.59,-0.35,-1.11,-1.39,-1.54,-1.58,-1.68,-1.67
2007,9,-1.11,-0.72,-0.59,-1.39,-1.54,-1.58,-1.68,-1.67,-1.21
2007,10,-1.39,-1.11,-0.72,-1.54,-1.58,-1.68,-1.67,-1.21,-0.99
2007,11,-1.54,-1.39,-1.11,-1.58,-1.68,-1.67,-1.21,-0.99,-0.84
2007,12,-1.58,-1.54,-1.39,-1.68,-1.67,-1.21,-0.99,-0.84,-0.68
2008,1,-1.68,-1.58,-1.54,-1.67,-1.21,-0.99,-0.84,-0.68,-0.3
2008,2,-1.67,-1.68,-1.58,-1.21,-0.99,-0.84,-0.68,-0.3,-0.13
2008,3,-1.21,-1.67,-1.68,-0.99,-0.84,-0.68,-0.3,-0.13,-0.25
2008,4,-0.99,-1.21,-1.67,-0.84,-0.68,-0.3,-0.13,-0.25,-0.35
2008,5,-0.84,-0.99,-1.21,-0.68,-0.3,-0.13,-0.25,-0.35,-0.46
2008,6,-0.68,-0.84,-0.99,-0.3,-0.13,-0.25,-0.35,-0.46,-0.86
2008,7,-0.3,-0.68,-0.84,-0.13,-0.25,-0.35,-0.46,-0.86,-0.89
2008,8,-0.13,-0.3,-0.68,-0.25,-0.35,-0.46,-0.86,-0.89,-0.79
2008,9,-0.25,-0.13,-0.3,-0.35,-0.46,-0.86,-0.89,-0.79,-0.69
2008,10,-0.35,-0.25,-0.13,-0.46,-0.86,-0.89,-0.79,-0.69,-0.35
2008,11,-0.46,-0.35,-0.25,-0.86,-0.89,-0.79,-0.69,-0.35,0.06
2008,12,-0.86,-0.46,-0.35,-0.89,-0.79,-0.69,-0.35,0.06,0.31
2009,1,-0.89,-0.86,-0.46,-0.79,-0.69,-0.35,0.06,0.31,0.48
2009,2,-0.79,-0.89,-0.86,-0.69,-0.35,0.06,0.31,0.48,0.56
2009,3,-0.69,-0.79,-0.89,-0.35,0.06,0.31,0.48,0.56,0.68
2009,4,-0.35,-0.69,-0.79,0.06,0.31,0.48,0.56,0.68,0.89
2009,5,0.06,-0.35,-0.69,0.31,0.48,0.56,0.68,0.89,1.46
2009,6,0.31,0.06,-0.35,0.48,0.56,0.68,0.89,1.46,1.74
2009,7,0.48,0.31,0.06,0.56,0.68,0.89,1.46,1.74,1.52
2009,8,0.56,0.48,0.31,0.68,0.89,1.46,1.74,1.52,1.25
2009,9,0.68,0.56,0.48,0.89,1.46,1.74,1.52,1.25,0.9
2009,10,0.89,0.68,0.56,1.46,1.74,1.52,1.25,0.9,0.38
2009,11,1.46,0.89,0.68,1.74,1.52,1.25,0.9,0.38,-0.22
2009,12,1.74,1.46,0.89,1.52,1.25,0.9,0.38,-0.22,-0.69
2010,1,1.52,1.74,1.46,1.25,0.9,0.38,-0.22,-0.69,-1.07
2010,2,1.25,1.52,1.74,0.9,0.38,-0.22,-0.69,-1.07,-1.39
2010,3,0.9,1.25,1.52,0.38,-0.22,-0.69,-1.07,-1.39,-1.6
2010,4,0.38,0.9,1.25,-0.22,-0.69,-1.07,-1.39,-1.6,-1.69
2010,5,-0.22,0.38,0.9,-0.69,-1.07,-1.39,-1.6,-1.69,-1.64
2010,6,-0.69,-0.22,0.38,-1.07,-1.39,-1.6,-1.69,-1.64,-1.6
2010,7,-1.07,-0.69,-0.22,-1.39,-1.6,-1.69,-1.64,-1.6,-1.54
2010,8,-1.39,-1.07,-0.69,-1.6,-1.69,-1.64,-1.6,-1.54,-1.11
2010,9,-1.6,-1.39,-1.07,-1.69,-1.64,-1.6,-1.54,-1.11,-0.93
2010,10,-1.69,-1.6,-1.39,-1.64,-1.6,-1.54,-1.11,-0.93,-0.77
2010,11,-1.64,-1.69,-1.6,-1.6,-1.54,-1.11,-0.93,-0.77,-0.52
2010,12,-1.6,-1.64,-1.69,-1.54,-1.11,-0.93,-0.77,-0.52,-0.38
2011,1,-1.54,-1.6,-1.64,-1.11,-0.93,-0.77,-0.52,-0.38,-0.43
2011,2,-1.11,-1.54,-1.6,-0.93,-0.77,-0.52,-0.38,-0.43,-0.65
2011,3,-0.93,-1.11,-1.54,-0.77,-0.52,-0.38,-0.43,-0.65,-0.8
2011,4,-0.77,-0.93,-1.11,-0.52,-0.38,-0.43,-0.65,-0.8,-1.05
2011,5,-0.52,-0.77,-0.93,-0.38,-0.43,-0.65,-0.8,-1.05,-1.19
2011,6,-0.38,-0.52,-0.77,-0.43,-0.65,-0.8,-1.05,-1.19,-1.06
2011,7,-0.43,-0.38,-0.52,-0.65,-0.8,-1.05,-1.19,-1.06,-0.87
2011,8,-0.65,-0.43,-0.38,-0.8,-1.05,-1.19,-1.06,-0.87,-0.67
2011,9,-0.8,-0.65,-0.43,-1.05,-1.19,-1.06,-0.87,-0.67,-0.61
2011,10,-1.05,-0.8,-0.65,-1.19,-1.06,-0.87,-0.67,-0.61,-0.5
2011,11,-1.19,-1.05,-0.8,-1.06,-0.87,-0.67,-0.61,-0.5,-0.32
2011,12,-1.06,-1.19,-1.05,-0.87,-0.67,-0.61,-0.5,-0.32,0.02
2012,1,-0.87,-1.06,-1.19,-0.67,-0.61,-0.5,-0.32,0.02,0.25
2012,2,-0.67,-0.87,-1.06,-0.61,-0.5,-0.32,0.02,0.25,0.47
2012,3,-0.61,-0.67,-0.87,-0.5,-0.32,0.02,0.25,0.47,0.38
2012,4,-0.5,-0.61,-0.67,-0.32,0.02,0.25,0.47,0.38,0.26
2012,5,-0.32,-0.5,-0.61,0.02,0.25,0.47,0.38,0.26,0.16
2012,6,0.02,-0.32,-0.5,0.25,0.47,0.38,0.26,0.16,-0.25
2012,7,0.25,0.02,-0.32,0.47,0.38,0.26,0.16,-0.25,-0.53
2012,8,0.47,0.25,0.02,0.38,0.26,0.16,-0.25,-0.53,-0.52
2012,9,0.38,0.47,0.25,0.26,0.16,-0.25,-0.53,-0.52,-0.25
2012,10,0.26,0.38,0.47,0.16,-0.25,-0.53,-0.52,-0.25,-0.25
2012,11,0.16,0.26,0.38,-0.25,-0.53,-0.52,-0.25,-0.25,-0.4
2012,12,-0.25,0.16,0.26,-0.53,-0.52,-0.25,-0.25,-0.4,-0.42
2013,1,-0.53,-0.25,0.16,-0.52,-0.25,-0.25,-0.4,-0.42,-0.39
2013,2,-0.52,-0.53,-0.25,-0.25,-0.25,-0.4,-0.42,-0.39,-0.38
2013,3,-0.25,-0.52,-0.53,-0.25,-0.4,-0.42,-0.39,-0.38,-0.18
2013,4,-0.25,-0.25,-0.52,-0.4,-0.42,-0.39,-0.38,-0.18,-0.2
2013,5,-0.4,-0.25,-0.25,-0.42,-0.39,-0.38,-0.18,-0.2,-0.14
2013,6,-0.42,-0.4,-0.25,-0.39,-0.38,-0.18,-0.2,-0.14,-0.17
2013,7,-0.39,-0.42,-0.4,-0.38,-0.18,-0.2,-0.14,-0.17,-0.49
2013,8,-0.38,-0.39,-0.42,-0.18,-0.2,-0.14,-0.17,-0.49,-0.62
2013,9,-0.18,-0.38,-0.39,-0.2,-0.14,-0.17,-0.49,-0.62,-0.28
2013,10,-0.2,-0.18,-0.38,-0.14,-0.17,-0.49,-0.62,-0.28,0.08
2013,11,-0.14,-0.2,-0.18,-0.17,-0.49,-0.62,-0.28,0.08,0.32
2013,12,-0.17,-0.14,-0.2,-0.49,-0.62,-0.28,0.08,0.32,0.23
2014,1,-0.49,-0.17,-0.14,-0.62,-0.28,0.08,0.32,0.23,-0.06
2014,2,-0.62,-0.49,-0.17,-0.28,0.08,0.32,0.23,-0.06,-0.03
2014,3,-0.28,-0.62,-0.49,0.08,0.32,0.23,-0.06,-0.03,0.29
2014,4,0.08,-0.28,-0.62,0.32,0.23,-0.06,-0.03,0.29,0.44
2014,5,0.32,0.08,-0.28,0.23,-0.06,-0.03,0.29,0.44,0.75
2014,6,0.23,0.32,0.08,-0.06,-0.03,0.29,0.44,0.75,0.71
2014,7,-0.06,0.23,0.32,-0.03,0.29,0.44,0.75,0.71,0.51
2014,8,-0.03,-0.06,0.23,0.29,0.44,0.75,0.71,0.51,0.42
2014,9,0.29,-0.03,-0.06,0.44,0.75,0.71,0.51,0.42,0.47
2014,10,0.44,0.29,-0.03,0.75,0.71,0.51,0.42,0.47,0.7
2014,11,0.75,0.44,0.29,0.71,0.51,0.42,0.47,0.7,0.92
2014,12,0.71,0.75,0.44,0.51,0.42,0.47,0.7,0.92,1.18
2015,1,0.51,0.71,0.75,0.42,0.47,0.7,0.92,1.18,1.46
2015,2,0.42,0.51,0.71,0.47,0.7,0.92,1.18,1.46,1.93
2015,3,0.47,0.42,0.51,0.7,0.92,1.18,1.46,1.93,2.21
2015,4,0.7,0.47,0.42,0.92,1.18,1.46,1.93,2.21,2.36
2015,5,0.92,0.7,0.47,1.18,1.46,1.93,2.21,2.36,2.72
2015,6,1.18,0.92,0.7,1.46,1.93,2.21,2.36,2.72,2.66
2015,7,1.46,1.18,0.92,1.93,2.21,2.36,2.72,2.66,2.57
2015,8,1.93,1.46,1.18,2.21,2.36,2.72,2.66,2.57,2.26
2015,9,2.21,1.93,1.46,2.36,2.72,2.66,2.57,2.26,1.62
2015,10,2.36,2.21,1.93,2.72,2.66,2.57,2.26,1.62,0.91
2015,11,2.72,2.36,2.21,2.66,2.57,2.26,1.62,0.91,0.3
2015,12,2.66,2.72,2.36,2.57,2.26,1.62,0.91,0.3,-0.03
2016,1,2.57,2.66,2.72,2.26,1.62,0.91,0.3,-0.03,-0.48
2016,2,2.26,2.57,2.66,1.62,0.91,0.3,-0.03,-0.48,-0.58
2016,3,1.62,2.26,2.57,0.91,0.3,-0.03,-0.48,-0.58,-0.58
2016,4,0.91,1.62,2.26,0.3,-0.03,-0.48,-0.58,-0.58,-0.74
2016,5,0.3,0.91,1.62,-0.03,-0.48,-0.58,-0.58,-0.74,-0.76
2016,6,-0.03,0.3,0.91,-0.48,-0.58,-0.58,-0.74,-0.76,-0.5
2016,7,-0.48,-0.03,0.3,-0.58,-0.58,-0.74,-0.76,-0.5,-0.43
2016,8,-0.58,-0.48,-0.03,-0.58,-0.74,-0.76,-0.5,-0.43,-0.08
2016,9,-0.58,-0.58,-0.48,-0.74,-0.76,-0.5,-0.43,-0.08,0.03
2016,10,-0.74,-0.58,-0.58,-0.76,-0.5,-0.43,-0.08,0.03,0.22
2016,11,-0.76,-0.74,-0.58,-0.5,-0.43,-0.08,0.03,0.22,0.37
2016,12,-0.5,-0.76,-0.74,-0.43,-0.08,0.03,0.22,0.37,0.34
